"Time","Value","Units","Var","EPU","SOE 2018"
1967,34722336,"US dollars","Piscivore Revenue GOM","GOM","N"
1968,39786773,"US dollars","Piscivore Revenue GOM","GOM","N"
1969,48538300,"US dollars","Piscivore Revenue GOM","GOM","N"
1970,60652520,"US dollars","Piscivore Revenue GOM","GOM","N"
1971,46126972,"US dollars","Piscivore Revenue GOM","GOM","N"
1972,44301192,"US dollars","Piscivore Revenue GOM","GOM","N"
1973,43018701,"US dollars","Piscivore Revenue GOM","GOM","N"
1974,43605274,"US dollars","Piscivore Revenue GOM","GOM","N"
1975,56444515,"US dollars","Piscivore Revenue GOM","GOM","N"
1976,63031339,"US dollars","Piscivore Revenue GOM","GOM","N"
1977,69844896,"US dollars","Piscivore Revenue GOM","GOM","N"
1978,82552058,"US dollars","Piscivore Revenue GOM","GOM","N"
1979,64975322,"US dollars","Piscivore Revenue GOM","GOM","N"
1980,70080792,"US dollars","Piscivore Revenue GOM","GOM","N"
1981,81772472,"US dollars","Piscivore Revenue GOM","GOM","N"
1982,64244524,"US dollars","Piscivore Revenue GOM","GOM","N"
1983,60520217,"US dollars","Piscivore Revenue GOM","GOM","N"
1984,54677100,"US dollars","Piscivore Revenue GOM","GOM","N"
1985,68995774,"US dollars","Piscivore Revenue GOM","GOM","N"
1986,86043467,"US dollars","Piscivore Revenue GOM","GOM","N"
1987,83497675,"US dollars","Piscivore Revenue GOM","GOM","N"
1988,54120653,"US dollars","Piscivore Revenue GOM","GOM","N"
1989,64974938,"US dollars","Piscivore Revenue GOM","GOM","N"
1990,81321966,"US dollars","Piscivore Revenue GOM","GOM","N"
1991,104225065,"US dollars","Piscivore Revenue GOM","GOM","N"
1992,84139519,"US dollars","Piscivore Revenue GOM","GOM","N"
1993,72917550.8286705,"US dollars","Piscivore Revenue GOM","GOM","N"
1994,68808407.8176951,"US dollars","Piscivore Revenue GOM","GOM","N"
1995,62340210.5445155,"US dollars","Piscivore Revenue GOM","GOM","N"
1996,61346210.2431181,"US dollars","Piscivore Revenue GOM","GOM","N"
1997,47118447.4832968,"US dollars","Piscivore Revenue GOM","GOM","N"
1998,46451306.1435488,"US dollars","Piscivore Revenue GOM","GOM","N"
1999,38189668.0900672,"US dollars","Piscivore Revenue GOM","GOM","N"
2000,50611909.7359029,"US dollars","Piscivore Revenue GOM","GOM","N"
2001,51194696.9391565,"US dollars","Piscivore Revenue GOM","GOM","N"
2002,46594758.9593583,"US dollars","Piscivore Revenue GOM","GOM","N"
2003,48836714.9488738,"US dollars","Piscivore Revenue GOM","GOM","N"
2004,49424860.231829,"US dollars","Piscivore Revenue GOM","GOM","N"
2005,51155427.4002015,"US dollars","Piscivore Revenue GOM","GOM","N"
2006,40330095.8788543,"US dollars","Piscivore Revenue GOM","GOM","N"
2007,42280043.7328086,"US dollars","Piscivore Revenue GOM","GOM","N"
2008,51124965.9433288,"US dollars","Piscivore Revenue GOM","GOM","N"
2009,44443297.0157001,"US dollars","Piscivore Revenue GOM","GOM","N"
2010,44423013.6895667,"US dollars","Piscivore Revenue GOM","GOM","N"
2011,46768464.8242079,"US dollars","Piscivore Revenue GOM","GOM","N"
2012,45247328.7597267,"US dollars","Piscivore Revenue GOM","GOM","N"
2013,29007185,"US dollars","Piscivore Revenue GOM","GOM","N"
2014,26598352,"US dollars","Piscivore Revenue GOM","GOM","N"
2015,20699907,"US dollars","Piscivore Revenue GOM","GOM","N"
2016,20942849.4404471,"US dollars","Piscivore Revenue GOM","GOM","N"
1964,9273413,"US dollars","Piscivore Revenue MAB","MAB","N"
1965,6731076,"US dollars","Piscivore Revenue MAB","MAB","N"
1966,7329712,"US dollars","Piscivore Revenue MAB","MAB","N"
1967,4388426,"US dollars","Piscivore Revenue MAB","MAB","N"
1968,5232254,"US dollars","Piscivore Revenue MAB","MAB","N"
1969,6612023,"US dollars","Piscivore Revenue MAB","MAB","N"
1970,9585504,"US dollars","Piscivore Revenue MAB","MAB","N"
1971,5296724,"US dollars","Piscivore Revenue MAB","MAB","N"
1972,7060877,"US dollars","Piscivore Revenue MAB","MAB","N"
1973,7037905,"US dollars","Piscivore Revenue MAB","MAB","N"
1974,10354743,"US dollars","Piscivore Revenue MAB","MAB","N"
1975,15589625,"US dollars","Piscivore Revenue MAB","MAB","N"
1976,22085437,"US dollars","Piscivore Revenue MAB","MAB","N"
1977,10989829,"US dollars","Piscivore Revenue MAB","MAB","N"
1978,45091766,"US dollars","Piscivore Revenue MAB","MAB","N"
1979,39027350,"US dollars","Piscivore Revenue MAB","MAB","N"
1980,33075216,"US dollars","Piscivore Revenue MAB","MAB","N"
1981,39278231,"US dollars","Piscivore Revenue MAB","MAB","N"
1982,55508413,"US dollars","Piscivore Revenue MAB","MAB","N"
1983,58964372,"US dollars","Piscivore Revenue MAB","MAB","N"
1984,59073942,"US dollars","Piscivore Revenue MAB","MAB","N"
1985,70038119,"US dollars","Piscivore Revenue MAB","MAB","N"
1986,77281047,"US dollars","Piscivore Revenue MAB","MAB","N"
1987,88046264,"US dollars","Piscivore Revenue MAB","MAB","N"
1988,79125333,"US dollars","Piscivore Revenue MAB","MAB","N"
1989,71592961,"US dollars","Piscivore Revenue MAB","MAB","N"
1990,64165527,"US dollars","Piscivore Revenue MAB","MAB","N"
1991,80672723.3338066,"US dollars","Piscivore Revenue MAB","MAB","N"
1992,83721559.9933157,"US dollars","Piscivore Revenue MAB","MAB","N"
1993,79980884.9058826,"US dollars","Piscivore Revenue MAB","MAB","N"
1994,81851334.4072726,"US dollars","Piscivore Revenue MAB","MAB","N"
1995,95734996.5020699,"US dollars","Piscivore Revenue MAB","MAB","N"
1996,92568636.1442463,"US dollars","Piscivore Revenue MAB","MAB","N"
1997,92773892.7959761,"US dollars","Piscivore Revenue MAB","MAB","N"
1998,95834091.0249682,"US dollars","Piscivore Revenue MAB","MAB","N"
1999,98782152.6319714,"US dollars","Piscivore Revenue MAB","MAB","N"
2000,94713636.7911465,"US dollars","Piscivore Revenue MAB","MAB","N"
2001,87969213.3046647,"US dollars","Piscivore Revenue MAB","MAB","N"
2002,82025509.8909309,"US dollars","Piscivore Revenue MAB","MAB","N"
2003,81628294.8974994,"US dollars","Piscivore Revenue MAB","MAB","N"
2004,78485937.5712522,"US dollars","Piscivore Revenue MAB","MAB","N"
2005,85225884.1324968,"US dollars","Piscivore Revenue MAB","MAB","N"
2006,73769193.280007,"US dollars","Piscivore Revenue MAB","MAB","N"
2007,69929023.7831051,"US dollars","Piscivore Revenue MAB","MAB","N"
2008,67234113.891936,"US dollars","Piscivore Revenue MAB","MAB","N"
2009,57700850.3616189,"US dollars","Piscivore Revenue MAB","MAB","N"
2010,47703989.4222885,"US dollars","Piscivore Revenue MAB","MAB","N"
2011,73902400.5524312,"US dollars","Piscivore Revenue MAB","MAB","N"
2012,77075639.4843702,"US dollars","Piscivore Revenue MAB","MAB","N"
2013,56724772.7991567,"US dollars","Piscivore Revenue MAB","MAB","N"
2014,52599812.8110393,"US dollars","Piscivore Revenue MAB","MAB","N"
2015,42891084.3949075,"US dollars","Piscivore Revenue MAB","MAB","N"
2016,45974773.7675731,"US dollars","Piscivore Revenue MAB","MAB","N"
1964,46280431,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1965,42159343,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1966,37501465,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1967,27863848,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1968,25639338,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1969,18263751,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1970,16540215,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1971,11950275,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1972,15018048,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1973,15596908,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1974,15581473,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1975,11325133,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1976,10826522,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1977,6609816,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1978,5269559,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1979,2929384,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1980,2205216,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1981,3493111,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1982,4569528,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1983,4461031,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1984,6463591,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1985,6778984,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1986,13543897,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1987,14101639,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1988,11377715,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1989,8453725,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1990,4756474,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1991,6534384,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1992,6714940,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1993,5744568.43073141,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1994,10318928.8933901,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1995,11198559.4625602,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1996,9017310.48557224,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1997,13420642.2777209,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1998,16091160.1691496,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1999,14730977.6273314,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2000,13169705.0886964,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2001,11492690.4021031,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2002,10702417.048396,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2003,13792745.2500964,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2004,10957602.3133807,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2005,11779601.5405159,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2006,9450096.39568186,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2007,7015666.06531388,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2008,7969587.37322524,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2009,9520784.76728608,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2010,17261829.6920103,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2011,9236743.62138045,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2012,7483551.81027529,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2013,23105022.785953,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2014,26017919.2883925,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2015,25628156.0060344,"US dollars","Piscivore Revenue OTHER","OTHER","N"
2016,9013350.72799433,"US dollars","Piscivore Revenue OTHER","OTHER","N"
1960,0,"US dollars","Piscivore Revenue SS","SS","N"
1961,0,"US dollars","Piscivore Revenue SS","SS","N"
1962,0,"US dollars","Piscivore Revenue SS","SS","N"
1963,0,"US dollars","Piscivore Revenue SS","SS","N"
1964,11446911,"US dollars","Piscivore Revenue SS","SS","N"
1965,6226659,"US dollars","Piscivore Revenue SS","SS","N"
1966,5972431,"US dollars","Piscivore Revenue SS","SS","N"
1967,6931320,"US dollars","Piscivore Revenue SS","SS","N"
1968,2940014,"US dollars","Piscivore Revenue SS","SS","N"
1969,2124088,"US dollars","Piscivore Revenue SS","SS","N"
1970,2305099,"US dollars","Piscivore Revenue SS","SS","N"
1971,3986004,"US dollars","Piscivore Revenue SS","SS","N"
1972,4002428,"US dollars","Piscivore Revenue SS","SS","N"
1973,3958567,"US dollars","Piscivore Revenue SS","SS","N"
1974,3938166,"US dollars","Piscivore Revenue SS","SS","N"
1975,5751138,"US dollars","Piscivore Revenue SS","SS","N"
1976,5891144,"US dollars","Piscivore Revenue SS","SS","N"
1977,5517735,"US dollars","Piscivore Revenue SS","SS","N"
1978,4669044,"US dollars","Piscivore Revenue SS","SS","N"
1979,3049365,"US dollars","Piscivore Revenue SS","SS","N"
1980,4133296,"US dollars","Piscivore Revenue SS","SS","N"
1981,3632646,"US dollars","Piscivore Revenue SS","SS","N"
1982,6819258,"US dollars","Piscivore Revenue SS","SS","N"
1983,5412279,"US dollars","Piscivore Revenue SS","SS","N"
1984,4975568,"US dollars","Piscivore Revenue SS","SS","N"
1985,3367996,"US dollars","Piscivore Revenue SS","SS","N"
1986,5140147,"US dollars","Piscivore Revenue SS","SS","N"
1987,5090450,"US dollars","Piscivore Revenue SS","SS","N"
1988,2241591,"US dollars","Piscivore Revenue SS","SS","N"
1989,1825772,"US dollars","Piscivore Revenue SS","SS","N"
1990,4151555,"US dollars","Piscivore Revenue SS","SS","N"
1991,3844386,"US dollars","Piscivore Revenue SS","SS","N"
1992,3009507,"US dollars","Piscivore Revenue SS","SS","N"
1993,1488664,"US dollars","Piscivore Revenue SS","SS","N"
1994,2112190.19051847,"US dollars","Piscivore Revenue SS","SS","N"
1995,3802156.5925822,"US dollars","Piscivore Revenue SS","SS","N"
1996,2868891.25187489,"US dollars","Piscivore Revenue SS","SS","N"
1997,904336.046655156,"US dollars","Piscivore Revenue SS","SS","N"
1998,1377310.28073474,"US dollars","Piscivore Revenue SS","SS","N"
1999,1262456.20827792,"US dollars","Piscivore Revenue SS","SS","N"
2000,1544461.18686991,"US dollars","Piscivore Revenue SS","SS","N"
2001,1202083.35458072,"US dollars","Piscivore Revenue SS","SS","N"
2002,1752889.24739477,"US dollars","Piscivore Revenue SS","SS","N"
2003,977943.927974131,"US dollars","Piscivore Revenue SS","SS","N"
2004,763843.253904857,"US dollars","Piscivore Revenue SS","SS","N"
2005,2280222.51989037,"US dollars","Piscivore Revenue SS","SS","N"
2006,1041155.8233512,"US dollars","Piscivore Revenue SS","SS","N"
2007,943218.667817644,"US dollars","Piscivore Revenue SS","SS","N"
2008,1295429.84428306,"US dollars","Piscivore Revenue SS","SS","N"
2009,739799.618640381,"US dollars","Piscivore Revenue SS","SS","N"
2010,1088103.08771561,"US dollars","Piscivore Revenue SS","SS","N"
2011,1155854.72685016,"US dollars","Piscivore Revenue SS","SS","N"
2012,1458865.48202093,"US dollars","Piscivore Revenue SS","SS","N"
2013,774067,"US dollars","Piscivore Revenue SS","SS","N"
2014,1249356,"US dollars","Piscivore Revenue SS","SS","N"
2015,1537440,"US dollars","Piscivore Revenue SS","SS","N"
2016,1871160.46256957,"US dollars","Piscivore Revenue SS","SS","N"
1985,15.19216924841,"metric tons","Piscivore used for animal food GB","GB","N"
1986,0.366221886215553,"metric tons","Piscivore used for animal food GB","GB","N"
1991,3.855535145,"metric tons","Piscivore used for animal food GB","GB","N"
1992,11.5733546183735,"metric tons","Piscivore used for animal food GB","GB","N"
1993,0.95844067781,"metric tons","Piscivore used for animal food GB","GB","N"
2016,27.2193956613606,"metric tons","Piscivore used for animal food GB","GB","N"
1984,1.99943516696,"metric tons","Piscivore used for animal food GOM","GOM","N"
1985,0.67086311523,"metric tons","Piscivore used for animal food GOM","GOM","N"
1986,0.39689332375,"metric tons","Piscivore used for animal food GOM","GOM","N"
1987,1.72365580561329,"metric tons","Piscivore used for animal food GOM","GOM","N"
1988,0.31071077345,"metric tons","Piscivore used for animal food GOM","GOM","N"
1989,0.00090718474,"metric tons","Piscivore used for animal food GOM","GOM","N"
1992,0.0388868359752452,"metric tons","Piscivore used for animal food GOM","GOM","N"
1993,4.08468625857739,"metric tons","Piscivore used for animal food GOM","GOM","N"
1994,0.381997991765489,"metric tons","Piscivore used for animal food GOM","GOM","N"
1986,0.01905087954,"metric tons","Piscivore used for animal food MAB","MAB","N"
1989,7.79873173914557e-10,"metric tons","Piscivore used for animal food MAB","MAB","N"
1992,0.416773694178974,"metric tons","Piscivore used for animal food MAB","MAB","N"
1993,0.16906787215168,"metric tons","Piscivore used for animal food MAB","MAB","N"
1994,1.18496612154696,"metric tons","Piscivore used for animal food MAB","MAB","N"
1997,0.000485524331230897,"metric tons","Piscivore used for animal food MAB","MAB","N"
2009,0.273662720491101,"metric tons","Piscivore used for animal food MAB","MAB","N"
2016,89.82639033334,"metric tons","Piscivore used for animal food MAB","MAB","N"
1991,0.00362873896,"metric tons","Piscivore used for animal food OTHER","OTHER","N"
1993,0.03492661249,"metric tons","Piscivore used for animal food OTHER","OTHER","N"
1997,0.0481594810982703,"metric tons","Piscivore used for animal food OTHER","OTHER","N"
1999,0.586346430318328,"metric tons","Piscivore used for animal food OTHER","OTHER","N"
2000,0.00202041666437167,"metric tons","Piscivore used for animal food OTHER","OTHER","N"
1991,7.19727289542303,"metric tons","Piscivore used for aquaculture GB","GB","N"
1992,44.8376774658095,"metric tons","Piscivore used for aquaculture GB","GB","N"
1993,0.48443665116,"metric tons","Piscivore used for aquaculture GB","GB","N"
1992,3.72217898822,"metric tons","Piscivore used for aquaculture GOM","GOM","N"
1993,0.156708483973631,"metric tons","Piscivore used for aquaculture GOM","GOM","N"
2016,0.100622216540822,"metric tons","Piscivore used for aquaculture GOM","GOM","N"
1991,0.00181436948,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
1992,11.9077205273951,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
1993,26.2994927218935,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
1995,1.21354190486192,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
1996,4.79193804977045e-06,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
2003,0.0232555806383384,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
2014,0.618153674198984,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
2015,0.32749369114,"metric tons","Piscivore used for aquaculture MAB","MAB","N"
1997,2.88186842259727,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
1998,0.587207455781337,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
1999,0.0263737043378333,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
2014,0.00104663038447175,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
2015,0.0585968206358633,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
2016,5.44311498875444e-07,"metric tons","Piscivore used for aquaculture OTHER","OTHER","N"
1989,2.2906414685,"metric tons","Piscivore used for aquaculture SS","SS","N"
1985,0.40596517115,"metric tons","Piscivore used for bait GB","GB","N"
1986,0.28349523125,"metric tons","Piscivore used for bait GB","GB","N"
1992,2.78596433654,"metric tons","Piscivore used for bait GB","GB","N"
1996,0.00169496266865089,"metric tons","Piscivore used for bait GB","GB","N"
1997,0.0794767918974092,"metric tons","Piscivore used for bait GB","GB","N"
1998,1.15620695113,"metric tons","Piscivore used for bait GB","GB","N"
2001,1.88786039642099,"metric tons","Piscivore used for bait GB","GB","N"
2009,64.9918503446487,"metric tons","Piscivore used for bait GB","GB","N"
2010,284.707846910428,"metric tons","Piscivore used for bait GB","GB","N"
2011,1.01101897003423,"metric tons","Piscivore used for bait GB","GB","N"
2012,0.171954562186732,"metric tons","Piscivore used for bait GB","GB","N"
2013,0.65045145858,"metric tons","Piscivore used for bait GB","GB","N"
2014,6.81613254399,"metric tons","Piscivore used for bait GB","GB","N"
2015,10.6957080846,"metric tons","Piscivore used for bait GB","GB","N"
2016,22.4806694616281,"metric tons","Piscivore used for bait GB","GB","N"
1983,1.56749760502576,"metric tons","Piscivore used for bait GOM","GOM","N"
1984,39.8344207237658,"metric tons","Piscivore used for bait GOM","GOM","N"
1985,62.58032491942,"metric tons","Piscivore used for bait GOM","GOM","N"
1986,51.78437292105,"metric tons","Piscivore used for bait GOM","GOM","N"
1987,16.42639408718,"metric tons","Piscivore used for bait GOM","GOM","N"
1988,2.07064916905,"metric tons","Piscivore used for bait GOM","GOM","N"
1992,1.36758099555,"metric tons","Piscivore used for bait GOM","GOM","N"
1993,24.3491202536099,"metric tons","Piscivore used for bait GOM","GOM","N"
1994,116.595667473773,"metric tons","Piscivore used for bait GOM","GOM","N"
1996,8.97411438411056e-05,"metric tons","Piscivore used for bait GOM","GOM","N"
2002,3.92470008465615e-05,"metric tons","Piscivore used for bait GOM","GOM","N"
2009,12.2979863163673,"metric tons","Piscivore used for bait GOM","GOM","N"
2010,21.8804102150408,"metric tons","Piscivore used for bait GOM","GOM","N"
2011,15.4793939685692,"metric tons","Piscivore used for bait GOM","GOM","N"
2012,34.2084512528306,"metric tons","Piscivore used for bait GOM","GOM","N"
2013,114.40688193088,"metric tons","Piscivore used for bait GOM","GOM","N"
2014,32.4681418446,"metric tons","Piscivore used for bait GOM","GOM","N"
2015,116.62585580492,"metric tons","Piscivore used for bait GOM","GOM","N"
2016,199.277912059926,"metric tons","Piscivore used for bait GOM","GOM","N"
1974,0.03039068879,"metric tons","Piscivore used for bait MAB","MAB","N"
1983,0.20184860465,"metric tons","Piscivore used for bait MAB","MAB","N"
1984,0.181436948,"metric tons","Piscivore used for bait MAB","MAB","N"
1985,10.43262451,"metric tons","Piscivore used for bait MAB","MAB","N"
1986,8.06850107756,"metric tons","Piscivore used for bait MAB","MAB","N"
1987,0.57833027175,"metric tons","Piscivore used for bait MAB","MAB","N"
1989,0.104143216599825,"metric tons","Piscivore used for bait MAB","MAB","N"
1990,58.9670081,"metric tons","Piscivore used for bait MAB","MAB","N"
1991,4.46561688265,"metric tons","Piscivore used for bait MAB","MAB","N"
1992,0.004990176864665,"metric tons","Piscivore used for bait MAB","MAB","N"
1994,0.0123156647505777,"metric tons","Piscivore used for bait MAB","MAB","N"
1995,0.0194624292349898,"metric tons","Piscivore used for bait MAB","MAB","N"
1996,0.000225115570814034,"metric tons","Piscivore used for bait MAB","MAB","N"
1997,3.44272228770942,"metric tons","Piscivore used for bait MAB","MAB","N"
1998,1.62850432623973,"metric tons","Piscivore used for bait MAB","MAB","N"
2000,1.451495584,"metric tons","Piscivore used for bait MAB","MAB","N"
2001,1.86996113148066,"metric tons","Piscivore used for bait MAB","MAB","N"
2002,0.0410092275586734,"metric tons","Piscivore used for bait MAB","MAB","N"
2003,0.0115652402214317,"metric tons","Piscivore used for bait MAB","MAB","N"
2005,2.05239658550396,"metric tons","Piscivore used for bait MAB","MAB","N"
2006,0.0107413460206087,"metric tons","Piscivore used for bait MAB","MAB","N"
2007,23.8766724720441,"metric tons","Piscivore used for bait MAB","MAB","N"
2008,205.101715308502,"metric tons","Piscivore used for bait MAB","MAB","N"
2009,2925.40596616563,"metric tons","Piscivore used for bait MAB","MAB","N"
2010,3449.39814987722,"metric tons","Piscivore used for bait MAB","MAB","N"
2011,3056.90269808003,"metric tons","Piscivore used for bait MAB","MAB","N"
2012,4543.54397473025,"metric tons","Piscivore used for bait MAB","MAB","N"
2013,4215.53869217587,"metric tons","Piscivore used for bait MAB","MAB","N"
2014,3630.18331624417,"metric tons","Piscivore used for bait MAB","MAB","N"
2015,2987.8942437601,"metric tons","Piscivore used for bait MAB","MAB","N"
2016,3963.63924229371,"metric tons","Piscivore used for bait MAB","MAB","N"
1985,0.45359237,"metric tons","Piscivore used for bait OTHER","OTHER","N"
1997,11.2842721212734,"metric tons","Piscivore used for bait OTHER","OTHER","N"
1998,1.35351963208,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2000,0.0390926119091876,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2001,0.705437687230285,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2003,1.46561624657008,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2005,2.90801210167158e-06,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2008,1.69450839314958,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2009,775.11454646589,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2010,714.778685395893,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2011,1435.64815164427,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2012,433.980747331974,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2013,768.255850923242,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2014,531.466304050692,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2015,575.240596744584,"metric tons","Piscivore used for bait OTHER","OTHER","N"
2016,1447.00205728949,"metric tons","Piscivore used for bait OTHER","OTHER","N"
1985,1.24964697935,"metric tons","Piscivore used for bait SS","SS","N"
1986,0.07983225712,"metric tons","Piscivore used for bait SS","SS","N"
1996,4.24739378674742e-06,"metric tons","Piscivore used for bait SS","SS","N"
2011,1.0801596342742,"metric tons","Piscivore used for bait SS","SS","N"
2012,0.100043870235308,"metric tons","Piscivore used for bait SS","SS","N"
2013,3.88181117277182e-06,"metric tons","Piscivore used for bait SS","SS","N"
2014,0.00317514659,"metric tons","Piscivore used for bait SS","SS","N"
2015,8.74480730123,"metric tons","Piscivore used for bait SS","SS","N"
2016,2.09398530153242,"metric tons","Piscivore used for bait SS","SS","N"
2009,0.273662720491101,"metric tons","Piscivore used for Biomedical MAB","MAB","N"
2016,0.0149775359740937,"metric tons","Piscivore used for Biomedical MAB","MAB","N"
1988,0.01496854821,"metric tons","Piscivore used for canned pet food GB","GB","N"
1990,1.0614061458,"metric tons","Piscivore used for canned pet food GB","GB","N"
1991,3.81173404155606,"metric tons","Piscivore used for canned pet food GB","GB","N"
1992,1.49374834185541,"metric tons","Piscivore used for canned pet food GB","GB","N"
1993,8.56674879111557,"metric tons","Piscivore used for canned pet food GB","GB","N"
1994,0.0948246823774445,"metric tons","Piscivore used for canned pet food GB","GB","N"
1985,0.01723651006,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1986,0.21727074523,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1987,0.556558458331836,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1988,0.17191150823,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1989,1.67390960307542,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1990,2.48069667153,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1991,1.09942669558857,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1992,0.664946021673499,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1993,0.0872615167375804,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1994,0.106012657237138,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
2010,0.0168564900183266,"metric tons","Piscivore used for canned pet food GOM","GOM","N"
1985,0.71350079801,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1986,2.26977621948,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1988,0.68583166344,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1989,0.263080001826169,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1990,0.19141598014,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1991,7.61854772841503,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1992,2.85024255591491,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1993,0.156576695377099,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1994,4.94160508438458,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1998,0.00509724030782323,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1999,0.9117206637,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
2001,0.02967320534297,"metric tons","Piscivore used for canned pet food MAB","MAB","N"
1988,0.39780050849,"metric tons","Piscivore used for canned pet food OTHER","OTHER","N"
1993,0.101320199836641,"metric tons","Piscivore used for canned pet food OTHER","OTHER","N"
1998,1.87907628571904,"metric tons","Piscivore used for canned pet food OTHER","OTHER","N"
1999,0.153152881546831,"metric tons","Piscivore used for canned pet food OTHER","OTHER","N"
